,0
0,49.51035703570357
1,49.03028802880288
2,48.55811881188119
3,48.09312631263126
4,47.635532553255324
5,47.184800480048004
6,47.184800480048004
7,46.74483648364836
8,46.31014701470147
9,45.87945394539454
10,45.4525802580258
11,45.02916591659165
12,44.60761476147614
13,44.188766876687666
14,43.77249324932493
15,43.35678967896789
16,42.94214221422142
17,42.52735373537354
18,42.112958295829586
19,41.69779177917792
20,41.281440144014404
21,40.86356735673568
22,40.44451845184519
23,40.02298229822983
24,39.59888388838884
25,39.17185718571857
26,38.74072307230723
27,38.30630363036304
28,37.868349834983505
29,37.42532553255326
30,36.9772097209721
31,36.52440144014402
32,36.06705670567057
33,35.6037593759376
34,35.13400540054006
35,34.65868286828684
36,34.17655265526554
37,33.68762376237625
38,33.19228622862287
39,32.68950795079509
40,32.18033303330334
41,31.662865286528664
42,31.137356735673578
43,30.604167416741685
44,30.061908190819093
45,29.512265226522665
46,28.953813381338144
47,28.38653465346536
48,27.810060006000615
49,27.22556255625564
50,26.631215121512163
51,26.028076807680776
52,26.028076807680776
53,25.406198619861996
54,24.774974497449755
55,24.134500450045014
56,23.484251425142524
57,22.824524452445253
58,22.154971497149724
59,21.475541554155424
60,20.786087608760884
61,20.087758775877596
62,20.0
63,20.0
64,20.0
65,20.0
66,20.0
67,20.0
68,20.0
69,20.0
70,20.0
71,20.0
72,20.0
73,20.0
74,20.0
75,20.0
76,20.0
77,20.0
78,20.0
79,20.0
80,20.0
81,20.0
82,20.0
83,20.0
84,20.0
85,20.0
86,20.0
87,20.0
88,20.0
89,20.0
90,20.0
91,20.0
92,20.0
93,20.0
94,20.0
95,20.0
96,20.0
97,20.0
98,20.0
99,20.0
100,20.0
101,20.0
102,20.0
103,20.0
104,20.0
105,20.0
106,20.0
107,20.0
108,20.0
109,20.01202829705
110,20.03799803315
111,20.0856644327
112,20.1464183567
113,20.22324384005
114,20.309869509949998
115,20.418131182699998
116,20.535949233049998
117,20.670844408849998
118,20.811377520799997
119,20.970534603499996
120,21.143157172849996
121,21.331515335149994
122,21.528125672149994
123,21.740451770749992
124,21.96302834419999
125,22.195487929249992
126,22.437361572799993
127,22.686414165049992
128,22.938750595549994
129,23.201365498099992
130,23.469415357099994
131,23.744419020649993
132,24.027005259199992
133,24.312013255549992
134,24.61047157339999
135,24.91559905759999
136,25.219887792349986
137,25.508449099999993
138,25.786876587799988
139,26.06156994904999
140,26.334077195599985
141,26.574564977749993
142,26.832111220549994
143,27.06727486849999
144,27.284333660449988
145,27.501405284449987
146,27.72970261909999
147,27.97382187139999
148,28.22917383364999
149,28.48744217089999
150,28.74837840799999
151,29.00799761014999
152,29.26706736724999
153,29.52192354574999
154,29.772981437449992
155,30.02312125429999
156,30.265980632599987
157,30.501028792099987
158,30.729565269499986
159,30.949247632399985
160,31.157046350449985
161,31.35143557624998
162,31.546187599099984
163,31.716215761249984
164,31.879117469449987
165,32.03497554874998
166,32.16636640834999
167,32.29040217019999
168,32.40577396519999
169,32.513210887099994
170,32.61100160704999
171,32.69737646869999
172,32.77349268964999
173,32.81846785834999
174,32.84787658384999
175,32.85768726934999
176,32.85800223784999
177,32.78426986461266
178,32.68586602422862
179,32.55134757238344
180,32.3777832159478
181,32.191092546880895
182,31.971581595785786
183,31.68749218684489
184,31.367816219248134
185,30.98645708333454
186,30.5687433119574
187,30.07854529215542
188,29.551836621288334
189,29.00416185381159
190,28.442175655191726
191,27.861170554681674
192,27.268815319158122
193,26.662037641390345
194,26.049274365062715
195,25.429169354561658
196,24.803225760202224
197,24.171398577483952
198,23.537993236949898
199,22.902997737399943
200,22.26981141876808
201,21.636694107036906
202,21.005791016727876
203,20.374839921618364
204,20.0
205,20.0
206,20.0
207,20.0
208,20.0
209,20.0
210,20.0
211,20.0
212,20.0
213,20.0
214,20.0
215,20.0
216,20.0
217,20.0
218,20.0
219,20.0
220,20.0
221,20.0
222,20.0
223,20.0
224,20.0
225,20.0
226,20.0
227,20.0
228,20.0
229,20.0
230,20.0
231,20.0
232,20.0
233,20.0
234,20.0
235,20.0
236,20.0
237,20.0
238,20.0
239,20.0
240,20.0
241,20.0
242,20.0
243,20.0
244,20.0
245,20.0
246,20.0
247,20.0
248,20.0
249,20.0
250,20.0
251,20.0
252,20.0
253,20.0
254,20.0
255,20.0
256,20.0
257,20.0
258,20.0
259,20.0
260,20.0
261,20.0
262,20.0
263,20.0
264,20.0
265,20.0
266,20.0
267,20.0
268,20.0
269,20.0
270,20.0
271,20.0
272,20.0
273,20.0
274,20.0
275,20.0
276,20.0
277,20.0
278,20.0
279,20.0
280,20.0
281,20.0
282,20.0
283,20.0
284,20.0
285,20.0
286,20.0
287,20.0
