일시,출력_AC
2023-06-23 05:20:00,3.44000005722046
2023-06-23 05:25:00,3.44000005722046
2023-06-23 05:30:00,3.47000002861023
2023-06-23 05:35:00,3.50999999046326
2023-06-23 05:40:00,3.50999999046326
2023-06-23 05:45:00,3.91000008583069
2023-06-23 05:50:00,3.8199999332428
2023-06-23 05:55:00,3.85999989509583
2023-06-23 06:00:00,4.23000001907349
2023-06-23 06:05:00,5.8899998664856
2023-06-23 06:10:00,9.36999988555908
2023-06-23 06:15:00,10.9300003051758
2023-06-23 06:20:00,11.2799997329712
2023-06-23 06:25:00,13.4200000762939
2023-06-23 06:30:00,14.3100004196167
2023-06-23 06:35:00,15.7399997711182
2023-06-23 06:40:00,16.75
2023-06-23 06:45:00,18.3600006103516
2023-06-23 06:50:00,19.4200000762939
2023-06-23 07:00:00,22.0200004577637
2023-06-23 07:05:00,18.2199993133545
2023-06-23 07:10:00,24.25
2023-06-23 07:15:00,25.9799995422363
2023-06-23 07:20:00,27.8799991607666
2023-06-23 07:25:00,7.61999988555908
2023-06-23 07:30:00,33.6599998474121
2023-06-23 07:35:00,11.1000003814697
2023-06-23 07:40:00,39.3699989318848
2023-06-23 07:45:00,40.7299995422363
2023-06-23 07:50:00,40.3699989318848
2023-06-23 07:55:00,39.7599983215332
2023-06-23 08:00:00,33.9199981689453
2023-06-23 08:05:00,40.6599998474121
2023-06-23 08:10:00,38.9599990844727
2023-06-23 08:15:00,36.060001373291
2023-06-23 08:20:00,29.1000003814697
2023-06-23 08:25:00,40.8199996948242
2023-06-23 08:30:00,45.2799987792969
2023-06-23 08:35:00,45.439998626709
2023-06-23 08:40:00,45.4199981689453
2023-06-23 08:45:00,47.3600006103516
2023-06-23 08:50:00,47.3899993896484
2023-06-23 08:55:00,47.4099998474121
2023-06-23 09:00:00,48.3199996948242
2023-06-23 09:05:00,51.6300010681152
2023-06-23 09:10:00,47.8199996948242
2023-06-23 09:15:00,32
2023-06-23 09:20:00,28.0799999237061
2023-06-23 09:25:00,28.3299999237061
2023-06-23 09:30:00,29.6200008392334
2023-06-23 09:35:00,60.5999984741211
2023-06-23 09:40:00,43.810001373291
2023-06-23 09:45:00,28.9500007629395
2023-06-23 09:50:00,33.6199989318848
2023-06-23 09:55:00,68.7300033569336
2023-06-23 10:00:00,38.5200004577637
2023-06-23 10:05:00,29.7299995422363
2023-06-23 10:10:00,31.7399997711182
2023-06-23 10:15:00,28.4400005340576
2023-06-23 10:20:00,34.8499984741211
2023-06-23 10:25:00,33
2023-06-23 10:30:00,28.4300003051758
2023-06-23 10:35:00,49.75
2023-06-23 10:40:00,64.5599975585938
2023-06-23 10:45:00,60.25
2023-06-23 10:50:00,61.1599998474121
2023-06-23 10:55:00,39.9000015258789
2023-06-23 11:00:00,36.8899993896484
2023-06-23 11:05:00,67.4899978637695
2023-06-23 11:10:00,79.9400024414063
2023-06-23 11:15:00,45.8600006103516
2023-06-23 11:20:00,45.9500007629395
2023-06-23 11:25:00,45.1100006103516
