dim_y,dim_x,ASR,ASR_DQF1,DSR,DSR_DQF1,RSR,RSR_DQF1,SW_DQF,gk2a_imager_projection,date
98,125,324.2,1,408.2,1,325.9,1,1,0,202010050340
98,125,380.5,1,479.1,1,303.6,1,1,0,202010050350
98,125,402.80002,1,507.1,1,278.80002,1,1,0,202010050400
98,125,440.1,1,554.10004,1,235.5,1,1,0,202010050410
98,125,391.4,1,492.80002,1,288,1,1,0,202010050420
98,125,414.2,1,521.60004,1,241.2,1,1,0,202010050430
98,125,453.9,1,571.5,1,207.40001,1,1,0,202010050440
98,125,455.5,1,573.5,1,198.5,1,1,0,202010050450
98,125,432.9,1,545.10004,1,215.3,1,1,0,202010050500
98,125,416.4,1,524.3,1,212.8,1,1,0,202010050510
98,125,415.30002,1,522.9,1,204,1,1,0,202010050520
98,125,417,1,525.10004,1,191.5,1,1,0,202010050530
98,125,418.7,1,527.3,1,182.3,1,1,0,202010050540
98,125,408.2,1,514,1,174.1,1,1,0,202010050550
98,125,382.6,1,481.80002,1,167,1,1,0,202010050610
98,125,371,1,467.1,1,160.8,1,1,0,202010050620
98,125,354.5,1,446.4,1,157.8,1,1,0,202010050630
98,125,348.4,1,438.6,1,144.7,1,1,0,202010050640
98,125,333,1,419.30002,1,138.8,1,1,0,202010050650
98,125,317.1,1,399.30002,1,132.40001,1,1,0,202010050700
98,125,304.4,1,383.30002,1,122.3,1,1,0,202010050710
98,125,281.1,1,354,1,120.8,1,1,0,202010050720
98,125,263.2,1,331.4,1,113.700005,1,1,0,202010050730
98,125,242.90001,1,305.9,1,107.8,1,1,0,202010050740
98,125,227.8,1,286.9,1,96.700005,1,0,0,202010050750
98,125,202.1,1,254.40001,1,94.3,1,0,0,202010050800
98,125,181.1,1,228.1,1,87.1,1,0,0,202010050810
98,125,163.3,1,205.6,1,76.5,1,0,0,202010050820
98,125,141.1,1,177.7,1,69.200005,1,0,0,202010050830
98,125,119.1,1,150,1,61.4,1,0,0,202010050840
98,125,nan,nan,nan,nan,nan,nan,0,0,202010050850
98,125,nan,nan,nan,nan,nan,nan,0,0,202010050900
98,125,nan,nan,nan,nan,nan,nan,0,0,202010050910
98,125,nan,nan,nan,nan,nan,nan,0,0,202010050920
98,125,nan,nan,nan,nan,nan,nan,0,0,202010050930
98,125,nan,nan,nan,nan,nan,nan,0,0,202010050940
98,125,nan,nan,nan,nan,nan,nan,0,0,202010050950
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051000
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051010
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051020
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051030
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051040
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051050
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051100
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051110
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051120
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051130
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051140
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051150
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051200
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051210
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051220
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051230
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051240
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051250
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051300
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051310
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051320
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051330
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051340
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051350
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051400
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051410
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051420
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051430
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051440
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051450
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051500
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051510
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051520
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051530
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051540
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051550
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051600
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051610
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051620
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051630
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051640
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051650
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051700
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051710
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051720
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051730
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051740
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051750
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051800
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051810
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051820
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051830
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051840
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051850
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051900
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051910
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051920
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051930
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051940
98,125,nan,nan,nan,nan,nan,nan,0,0,202010051950
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052000
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052010
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052020
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052030
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052040
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052050
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052100
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052110
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052120
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052130
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052140
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052150
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052200
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052210
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052220
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052230
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052240
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052250
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052300
98,125,nan,nan,nan,nan,nan,nan,0,0,202010052310
98,125,132,1,166.3,1,59,1,0,0,202010052320
98,125,153.90001,1,193.90001,1,66.8,1,0,0,202010052330
98,125,174.8,1,220.2,1,74.9,1,0,0,202010052340
98,125,189.90001,1,239.1,1,87.6,1,0,0,202010052350
98,125,209.5,1,268.4,1,92.6,1,0,0,202010060000
98,125,229,1,293.4,1,99.9,1,0,0,202010060010
98,125,240.7,1,308.4,1,113.5,1,1,0,202010060020
98,125,258.30002,1,330.9,1,121,1,1,0,202010060030
98,125,274.80002,1,352.1,1,128.7,1,1,0,202010060040
98,125,289.2,1,370.5,1,137.6,1,1,0,202010060050
98,125,304.6,1,390.2,1,144.6,1,1,0,202010060100
98,125,318.9,1,408.5,1,151.7,1,1,0,202010060110
98,125,332.2,1,425.6,1,158.8,1,1,0,202010060120
98,125,336.2,1,430.80002,1,173.2,1,1,0,202010060130
98,125,346.6,1,444.1,1,180.8,1,1,0,202010060140
98,125,356.7,1,457,1,187.7,1,1,0,202010060150
98,125,365.2,1,467.9,1,195,1,1,0,202010060200
98,125,375.30002,1,480.9,1,199.6,1,1,0,202010060210
98,125,380.7,1,487.80002,1,207.5,1,1,0,202010060220
98,125,384.80002,1,493.1,1,215.2,1,1,0,202010060230
98,125,388.1,1,497.2,1,222.6,1,1,0,202010060240
98,125,386,1,494.5,1,233.7,1,1,0,202010060250
98,125,377.5,1,483.7,1,249.2,1,1,0,202010060300
98,125,364.4,1,466.9,1,267.7,1,1,0,202010060310
98,125,394.4,1,505.4,1,245.90001,1,1,0,202010060320
98,125,395,1,506.1,1,249.5,1,1,0,202010060330
98,125,405.6,1,519.60004,1,242.8,1,1,0,202010060340
98,125,413.80002,1,530.2,1,237,1,1,0,202010060350
98,125,419.2,1,537.10004,1,232.40001,1,1,0,202010060400
98,125,423,1,542,1,228,1,1,0,202010060410
98,125,423.4,1,542.5,1,225.40001,1,1,0,202010060420
98,125,437,1,559.8,1,209.6,1,1,0,202010060430
98,125,437,1,559.9,1,204.8,1,1,0,202010060440
98,125,430.1,1,551,1,205,1,1,0,202010060450
98,125,427.7,1,548,1,199.90001,1,1,0,202010060500
98,125,424,1,543.3,1,194.7,1,1,0,202010060510
98,125,415.7,1,532.60004,1,192.40001,1,1,0,202010060520
98,125,409.7,1,524.9,1,187,1,1,0,202010060530
98,125,402.2,1,515.3,1,181.6,1,1,0,202010060540
98,125,393.4,1,504,1,176.3,1,1,0,202010060550
98,125,368.1,1,471.7,1,169.2,1,1,0,202010060610
98,125,356.6,1,456.9,1,163.1,1,1,0,202010060620
98,125,348.9,1,447.1,1,152.40001,1,1,0,202010060630
98,125,334.4,1,428.5,1,146.90001,1,1,0,202010060640
98,125,319.9,1,409.80002,1,140.5,1,1,0,202010060650
98,125,304.30002,1,389.9,1,134,1,1,0,202010060700
98,125,291.2,1,373.1,1,124.5,1,1,0,202010060710
98,125,269,1,344.7,1,122.3,1,1,0,202010060720
98,125,250.90001,1,321.5,1,115.5,1,1,0,202010060730
98,125,236.5,1,303,1,104.700005,1,0,0,202010060740
98,125,217.40001,1,278.5,1,97.4,1,0,0,202010060750
98,125,197.1,1,252.6,1,90.5,1,0,0,202010060800
98,125,175.5,1,224.90001,1,84.1,1,0,0,202010060810
98,125,154.40001,1,197.90001,1,76.700005,1,0,0,202010060820
98,125,133.6,1,171.3,1,68.6,1,0,0,202010060830
98,125,nan,nan,nan,nan,nan,nan,0,0,202010060840
98,125,nan,nan,nan,nan,nan,nan,0,0,202010060850
98,125,nan,nan,nan,nan,nan,nan,0,0,202010060900
98,125,nan,nan,nan,nan,nan,nan,0,0,202010060910
98,125,nan,nan,nan,nan,nan,nan,0,0,202010060920
98,125,nan,nan,nan,nan,nan,nan,0,0,202010060930
98,125,nan,nan,nan,nan,nan,nan,0,0,202010060940
98,125,nan,nan,nan,nan,nan,nan,0,0,202010060950
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061000
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061010
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061020
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061030
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061040
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061050
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061100
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061110
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061120
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061130
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061140
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061150
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061200
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061210
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061220
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061230
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061240
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061250
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061300
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061310
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061320
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061330
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061340
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061350
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061400
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061410
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061420
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061430
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061440
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061450
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061500
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061510
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061520
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061530
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061540
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061550
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061600
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061610
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061620
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061630
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061640
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061650
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061700
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061710
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061720
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061730
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061740
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061750
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061800
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061810
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061820
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061830
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061840
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061850
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061900
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061910
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061920
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061930
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061940
98,125,nan,nan,nan,nan,nan,nan,0,0,202010061950
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062000
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062010
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062020
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062030
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062040
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062050
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062100
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062110
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062120
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062130
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062140
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062150
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062200
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062210
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062220
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062230
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062240
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062250
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062300
98,125,nan,nan,nan,nan,nan,nan,0,0,202010062310
98,125,126.3,1,161.8,1,58.600002,1,0,0,202010062320
98,125,146.7,1,187.90001,1,67.3,1,0,0,202010062330
98,125,167.1,1,214.2,1,75.5,1,0,0,202010062340
98,125,182.5,1,233.90001,1,87.700005,1,0,0,202010062350
98,125,201.40001,1,262.30002,1,93.3,1,0,0,202010070000
98,125,220,1,286.5,1,101,1,0,0,202010070010
98,125,231.6,1,301.6,1,114.5,1,1,0,202010070020
98,125,249.2,1,324.5,1,121.8,1,1,0,202010070030
98,125,264.80002,1,344.9,1,130.1,1,1,0,202010070040
98,125,285.1,1,371.30002,1,133.2,1,1,0,202010070050
98,125,292.1,1,380.4,1,147.7,1,1,0,202010070100
98,125,306.7,1,399.4,1,154.3,1,1,0,202010070110
98,125,318.9,1,415.30002,1,162.2,1,1,0,202010070120
98,125,323,1,420.6,1,176.5,1,1,0,202010070130
98,125,333.30002,1,434.1,1,184,1,1,0,202010070140
98,125,342.7,1,446.2,1,191.40001,1,1,0,202010070150
98,125,351.80002,1,458.1,1,197.90001,1,1,0,202010070200
98,125,361.2,1,470.4,1,203,1,1,0,202010070210
98,125,367.1,1,478.1,1,210.2,1,1,0,202010070220
98,125,371.1,1,483.30002,1,218,1,1,0,202010070230
98,125,373.80002,1,486.80002,1,225.90001,1,1,0,202010070240
98,125,372.4,1,484.9,1,236.2,1,1,0,202010070250
98,125,361.4,1,470.7,1,254.1,1,1,0,202010070300
98,125,343.80002,1,447.7,1,277,1,1,0,202010070310
98,125,379.5,1,494.2,1,249.5,1,1,0,202010070320
98,125,395.6,1,515.2,1,238.8,1,1,0,202010070330
98,125,406.30002,1,529.10004,1,231.8,1,1,0,202010070340
98,125,399.1,1,519.7,1,240,1,1,0,202010070350
98,125,404.30002,1,526.60004,1,235.40001,1,1,0,202010070400
98,125,409,1,532.60004,1,230.1,1,1,0,202010070410
98,125,421.1,1,548.4,1,216.7,1,1,0,202010070420
98,125,450.30002,1,586.4,1,188.90001,1,1,0,202010070430
98,125,421.5,1,548.9,1,208,1,1,0,202010070440
98,125,447.7,1,583,1,178.90001,1,1,0,202010070450
98,125,439.7,1,572.7,1,179.5,1,1,0,202010070500
98,125,430.1,1,560.10004,1,180.5,1,1,0,202010070510
98,125,426.5,1,555.4,1,173.1,1,1,0,202010070520
98,125,413.5,1,538.5,1,175.2,1,1,0,202010070530
98,125,397,1,517,1,180,1,1,0,202010070540
98,125,394.7,1,514.10004,1,166.8,1,1,0,202010070550
98,125,352.1,1,458.6,1,181,1,1,0,202010070610
98,125,344.1,1,448.1,1,170.5,1,1,0,202010070620
98,125,312.4,1,406.9,1,186.6,1,1,0,202010070630
98,125,318,1,414.2,1,157.8,1,1,0,202010070640
98,125,285.80002,1,372.2,1,172.1,1,1,0,202010070650
98,125,273.9,1,356.7,1,161.5,1,1,0,202010070700
98,125,260.2,1,338.80002,1,152,1,1,0,202010070710
98,125,267.1,1,347.9,1,117.3,1,1,0,202010070720
98,125,234.5,1,305.4,1,127.9,1,1,0,202010070730
98,125,217.2,1,282.80002,1,119.700005,1,0,0,202010070740
98,125,187.8,1,244.6,1,124.700005,1,0,0,202010070750
98,125,169.5,1,220.7,1,116.1,1,0,0,202010070800
98,125,148.1,1,192.90001,1,110.200005,1,0,0,202010070810
98,125,123.5,1,160.8,1,107.4,1,0,0,202010070820
98,125,125.200005,1,163,1,73.200005,1,0,0,202010070830
98,125,nan,nan,nan,nan,nan,nan,0,0,202010070840
98,125,nan,nan,nan,nan,nan,nan,0,0,202010070850
98,125,nan,nan,nan,nan,nan,nan,0,0,202010070900
98,125,nan,nan,nan,nan,nan,nan,0,0,202010070910
98,125,nan,nan,nan,nan,nan,nan,0,0,202010070920
98,125,nan,nan,nan,nan,nan,nan,0,0,202010070930
98,125,nan,nan,nan,nan,nan,nan,0,0,202010070940
98,125,nan,nan,nan,nan,nan,nan,0,0,202010070950
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071000
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071010
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071020
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071030
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071040
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071050
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071100
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071110
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071120
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071130
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071140
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071150
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071200
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071210
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071220
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071230
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071240
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071250
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071300
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071310
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071320
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071330
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071340
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071350
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071400
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071410
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071420
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071430
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071440
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071450
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071500
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071510
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071520
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071530
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071540
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071550
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071600
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071610
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071620
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071630
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071640
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071650
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071700
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071710
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071720
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071730
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071740
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071750
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071800
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071810
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071820
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071830
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071840
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071850
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071900
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071910
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071920
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071930
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071940
98,125,nan,nan,nan,nan,nan,nan,0,0,202010071950
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072000
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072010
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072020
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072030
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072040
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072050
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072100
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072110
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072120
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072130
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072140
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072150
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072200
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072210
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072220
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072230
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072240
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072250
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072300
98,125,nan,nan,nan,nan,nan,nan,0,0,202010072310
98,125,113.8,1,148.2,1,64.6,1,0,0,202010072320
98,125,127.700005,1,166.40001,1,78.9,1,0,0,202010072330
98,125,154,1,200.6,1,81.4,1,0,0,202010072340
