일시,출력_AC
2023-06-23 12:55:00,43.12
2023-06-23 13:00:00,3.54999995231628
2023-06-23 13:05:00,3.55999994277954
2023-06-23 13:10:00,45.85
2023-06-23 13:15:00,3.57999992370605
2023-06-23 13:20:00,3.50999999046326
2023-06-23 13:25:00,3.49000000953674
2023-06-23 13:30:00,3.52999997138977
2023-06-23 13:35:00,3.57999992370605
2023-06-23 13:40:00,3.69000005722046
2023-06-23 13:45:00,4.17000007629395
2023-06-23 13:50:00,4.05000019073486
2023-06-23 13:55:00,4.03000020980835
2023-06-23 14:00:00,4.57999992370605
2023-06-23 14:05:00,6.11999988555908
2023-06-23 14:10:00,10.7700004577637
2023-06-23 14:15:00,12.4200000762939
2023-06-23 14:20:00,13.6499996185303
2023-06-23 14:25:00,15.289999961853
2023-06-23 14:30:00,16.2800006866455
2023-06-23 14:35:00,17.8899993896484
2023-06-23 14:40:00,19.1100006103516
2023-06-23 14:45:00,21.1900005340576
2023-06-23 14:50:00,22.4099998474121
2023-06-23 14:55:00,27.84
2023-06-23 15:00:00,25.2800006866455
2023-06-23 15:05:00,26.5900001525879
2023-06-23 15:10:00,28.1000003814697
2023-06-23 15:15:00,30.5
2023-06-23 15:20:00,31.4500007629395
2023-06-23 15:25:00,31.0200004577637
2023-06-23 15:30:00,39.4199981689453
2023-06-23 15:35:00,41.8899993896484
2023-06-23 15:40:00,43.4500007629395
2023-06-23 15:45:00,45.0900001525879
2023-06-23 15:50:00,45.0900001525879
2023-06-23 15:55:00,47
2023-06-23 16:00:00,48.0900001525879
2023-06-23 16:05:00,26.1599998474121
2023-06-23 16:10:00,36.7700004577637
2023-06-23 16:15:00,25.7099990844727
2023-06-23 16:20:00,26.6700000762939
2023-06-23 16:25:00,35.7099990844727
2023-06-23 16:30:00,27.6399993896484
2023-06-23 16:35:00,54.189998626709
2023-06-23 16:40:00,53.8699989318848
2023-06-23 16:45:00,50.1800003051758
2023-06-23 16:50:00,55.9199981689453
2023-06-23 16:55:00,55.9599990844727
2023-06-23 17:00:00,57.6599998474121
2023-06-23 17:05:00,60.7099990844727
2023-06-23 17:10:00,49.0900001525879
2023-06-23 17:15:00,35.7000007629395
2023-06-23 17:20:00,31.5499992370605
2023-06-23 17:25:00,31.1800003051758
2023-06-23 17:30:00,34.1100006103516
2023-06-23 17:35:00,71.2200012207031
2023-06-23 17:40:00,39.6699981689453
2023-06-23 17:45:00,34.3800010681152
2023-06-23 17:50:00,41.7000007629395
2023-06-23 17:55:00,65.9100036621094
2023-06-23 18:00:00,49.4700012207031
2023-06-23 18:05:00,35.060001373291
2023-06-23 18:10:00,36.2099990844727
2023-06-23 18:15:00,33.3800010681152
2023-06-23 18:20:00,56.2099990844727
2023-06-23 18:25:00,40.2999992370605
2023-06-23 18:30:00,48.4599990844727
2023-06-23 18:35:00,60.8400001525879
2023-06-23 18:40:00,76.4800033569336
2023-06-23 18:45:00,54.2700004577637
2023-06-23 18:50:00,52.25
2023-06-23 18:55:00,48.4900016784668
2023-06-23 19:00:00,42.7599983215332
2023-06-23 19:05:00,64.6100006103516
2023-06-23 19:10:00,79.0400009155273
2023-06-23 19:15:00,41.7599983215332
2023-06-23 19:20:00,78.8899993896484
2023-06-23 19:25:00,74.870002746582
2023-06-23 19:30:00,42.1199989318848
2023-06-23 19:35:00,78.5
2023-06-23 19:40:00,50.0999984741211
2023-06-23 19:45:00,33.4199981689453
2023-06-23 19:50:00,38.75
2023-06-23 19:55:00,34.2099990844727
2023-06-23 20:00:00,50.7400016784668
2023-06-23 20:05:00,41.5900001525879
2023-06-23 20:10:00,50.5800018310547
2023-06-23 20:15:00,54.1500015258789
2023-06-23 20:20:00,49.1300010681152
2023-06-23 20:25:00,67.5400009155273
2023-06-23 20:30:00,40.4700012207031
2023-06-23 20:35:00,40.4199981689453
2023-06-23 20:40:00,41.5699996948242
2023-06-23 20:45:00,58.75
2023-06-23 20:50:00,80.1500015258789
2023-06-23 20:55:00,79.0400009155273
2023-06-23 21:00:00,78.5800018310547
2023-06-23 21:05:00,51.7200012207031
2023-06-23 21:10:00,78.379997253418
2023-06-23 21:15:00,69.3000030517578
2023-06-23 21:20:00,30.75
2023-06-23 21:25:00,67.5999984741211
2023-06-23 21:30:00,48.9900016784668
2023-06-23 21:35:00,62.8499984741211
2023-06-23 21:40:00,62.0400009155273
2023-06-23 21:45:00,62.2999992370605
2023-06-23 21:50:00,61.9700012207031
2023-06-23 21:55:00,61.2700004577637
2023-06-23 22:00:00,60.4700012207031
2023-06-23 22:05:00,59.5800018310547
2023-06-23 22:10:00,58.7999992370605
2023-06-23 22:15:00,56.9799995422363
2023-06-23 22:20:00,55.8800010681152
2023-06-23 22:25:00,49.8300018310547
2023-06-23 22:30:00,53.6699981689453
2023-06-23 22:35:00,32.4300003051758
2023-06-23 22:40:00,51.5400009155273
2023-06-23 22:45:00,52.5999984741211
2023-06-23 22:50:00,33.8600006103516
2023-06-23 22:55:00,50.5
2023-06-23 23:00:00,48
2023-06-23 23:05:00,40.2000007629395
2023-06-23 23:10:00,44.3400001525879
2023-06-23 23:15:00,43.2200012207031
2023-06-23 23:20:00,43.3699989318848
2023-06-23 23:25:00,40.8699989318848
2023-06-23 23:30:00,41.0400009155273
2023-06-23 23:35:00,41.6100006103516
2023-06-23 23:40:00,42.8600006103516
2023-06-23 23:45:00,23.8899993896484
2023-06-23 23:50:00,35.3300018310547
2023-06-23 23:55:00,28.3799991607666
