Cost
10914851.218460565
10917865.216132225
10920448.918003831
10934976.858138923
12866615.82206934
13365228.244943082
13479903.310878666
11665142.59176495
11106153.21371648
11001188.917565336
10977516.757864932
11814344.740452332
12064910.226363868
12129978.477597002
11312771.999163382
11358124.65986298
11462088.098632572
11496639.455654217
11697121.468871884
11872888.462857027
11945261.44103057
11470988.37708985
11389207.663143545
11481349.564548288
11565908.782446776
11694840.561105583
11768218.772273082
11856773.758926524
11554466.739623787
11477499.045388816
11508064.015605362
11606480.882823607
11651815.874886686
11657563.406032039
11708546.803677287
11533775.156130696
11533258.85242317
11609924.443749113
11671526.847826567
11640830.806508768
11612358.651191551
11640535.376782896
11553658.648002109
11620740.55569769
11667045.71583809
11696034.655337336
11626525.774089158
11610887.895651646
11657508.098569172
11554099.92079369
11640396.607947106
11678298.435215285
11701114.497392587
11591460.219797796
11583129.663143594
11602894.059794553
11575697.178914053
11620738.795005882
11671980.312909331
11703807.38295267
11592196.033027083
11592646.786065998
11643435.315123418
11608110.250248047
11632570.945812881
11670610.177628305
11715369.925189493
11603457.354965435
11593955.220581608
11607681.705278661
11617869.584633432
11653049.473167777
11661517.38204955
11700902.769534772
11575481.822450018
11591040.821217727
11633005.140359448
11643538.248841101
11653443.559772229
11671540.78635282
11684286.527529072
11591347.362887142
11589859.056114856
11609602.156424455
11616242.50596157
11632375.308217313
11683564.87862511
11689704.603444831
11602691.869406154
11583629.4974758
11616302.916129718
11623467.218521677
11647428.757275656
11664029.143807268
11689131.900577791
11609050.979024364
11594688.159191031
11621783.720674349
11627013.870503359
11643319.362760376
11661133.0998813
11672264.525687717
11597125.6520306
11576212.332994469
11599367.013500305
11629356.46267681
11623923.52264957
11632132.050982688
11668345.545741372
11618544.177072972
11603583.313646056
11634407.357977655
11644809.478501173
11627544.533783935
11620367.16585351
11651779.83422562
11609206.172166174
11591938.562522102
11616830.624158919
11664389.954334911
11645666.363873372
11618188.12880375
11654357.808938026
11612475.87357879
11611747.21741536
11614978.21452547
11632327.336347988
11619981.085251665
11617019.29374397
11634750.864352593
11615483.86019846
11622141.333499135
11630254.086090524
11646931.392328374
11611442.310814755
11623501.251953585
11624112.954553781
11620491.951082872
11605646.209027728
11616841.710597275
11633667.041513387
11613034.013744073
11621954.482141552
11641232.649071796
11634044.382605108
11620072.203958582
11596594.776098877
11634340.971560786
11598195.253351474
11591563.342532128
11635658.622202136
11620185.122987721
11601277.18490448
11613393.106168576
11638249.748759111
11625769.92178224
11616254.215064636
11617458.396257307
11616639.18042397
11601778.906667804
11615608.362907555
11606660.209407391
11601413.898990307
11585040.889272982
11583546.640764982
11590661.217882104
11606752.784538304
11626960.518348608
11633998.385793688
11631609.642506927
11623246.91100729
11617214.768855985
11606933.32440888
11594128.532542547
11609852.015822215
11630419.978043387
11597176.134196335
11584168.685149468
11586175.980048018
11619827.584019905
11611702.964066178
11614786.201770326
11627152.902466075
11606954.946197597
11601439.753690068
11602606.732817048
11606026.18781941
11615475.962969482
11589093.307324821
11632114.80478368
11592798.993987687
11605888.061090691
11587939.034069967
11617007.3325697
11604819.32021581
11598456.22767483
11606333.752657205
11574416.734809034
11583068.001323817
11588795.258012028
11617272.117439106
11610127.22168382
11607829.633797696
11602421.439195191
11593572.907962188
11589923.527328327
11597357.245877981
11587473.699666258
11587064.9516157
11590905.304586217
11587526.146933455
11600975.443935324
11625063.041303163
11594837.518524919
11619675.28633727
11570971.603692288
11582647.52201555
11590045.06730019
11589023.905451287
11592980.962487413
11603650.581070352
11580811.14289886
11560644.296037555
11576488.814019514
11577611.808353174
11612007.191821247
11582240.835027141
11581610.724565983
11603534.427423
11582337.51515154
11586074.931599222
11591712.421958545
11569879.044969318
11582143.54822109
11595707.294814033
11587478.46031758
11579229.605410228
11583460.569134569
11602023.117467782
11596157.181518756
11591354.99050857
11569288.02169246
11575566.597343376
11604417.729371112
11594849.51920147
11589589.731697392
11601020.516513228
11581588.219250483
11559633.593183631
11598673.902486589
11569284.206826903
11572901.286823567
11582898.423136652
11569030.704626648
11566377.45250987
11600682.327279424
11605006.231046332
11561408.976095462
11568578.648557462
11562237.558266906
11580712.7542484
11579714.869890697
11584506.01514531
11566558.278418543
11579988.947589047
11541505.018781126
11559839.70759664
11576497.616475528
11554733.446462052
11576678.438267218
11574314.36747103
11574503.571503378
11568708.522642672
11556215.474898506
11582760.568810314
11569106.006947363
11561232.685312573
11572812.711367602
11573135.132408865
11564479.576817993
11566914.791381499
11576713.17907526
11569601.771282064
11569429.153421562
11576739.747756233
11557212.279848931
11556430.349390613
11563136.816931898
11583879.99621665
11554968.505486142
11571466.432730258
11547305.402369592
11566287.023316165
11575770.449426478
11574347.091392811
11553712.05660341
11555341.547378443
11560352.479601301
11571984.574085271
11562736.176585887
11569813.29600812
11570491.318229334
11555434.23036335
11554739.088908743
11563945.306216503
11564301.508404274
11551790.023360949
11555842.160490131
11549063.164678074
11562802.76597433
11564746.690337492
11551367.365182031
11565423.817876225
11552319.301698912
11542121.407202374
11551409.759451821
11529414.534777693
11564481.127581153
11559029.239366295
11554531.486995
11548600.905949354
11547224.401037117
11550618.359827382
11556428.114120921
11540225.919386066
